customer_id,segment,tier,RFM_Score,RFM_Sum,total_revenue,total_profit,total_orders,total_quantity,first_order,last_order,avg_order_value,avg_profit_per_order,customer_priority,engagement_strategy
19331204,New Customers,Gold,513,9,10200,23636.0,2,7,2025-02-10,2025-09-17,5100.0,11818.0,Новые,"Приветственная программа, обучение"
79747505,213,Silver,213,6,11960,25916.6,2,7,2025-02-17,2025-06-17,5980.0,12958.3,Другие,Стандартный маркетинг
44760063,Potential Loyalists,Silver,313,7,11960,12621.4,2,4,2025-05-05,2025-08-01,5980.0,6310.7,Растущие,Персонализированные рекомендации
46780122,Potential Loyalists,Silver,313,7,11000,810.0,2,2,2025-02-28,2025-07-06,5500.0,405.0,Растущие,Персонализированные рекомендации
48759312,Potential Loyalists,Silver,332,8,7450,9107.5,5,13,2025-01-18,2025-07-23,1490.0,1821.5,Растущие,Персонализированные рекомендации
89677157,325,Gold,325,10,28720,61897.2,4,14,2025-02-28,2025-07-21,7180.0,15474.3,Другие,Стандартный маркетинг
44323356,324,Gold,324,9,20400,21924.0,4,9,2025-04-06,2025-07-25,5100.0,5481.0,Другие,Стандартный маркетинг
48542574,Cannot Lose Them,Silver,224,8,14970,17511.5,3,7,2025-01-31,2025-05-29,4990.0,5837.166666666667,Критические,"Персональные обращения, специальные условия"
17625450,Cannot Lose Them,Gold,225,9,22320,15750.0,4,7,2025-02-11,2025-06-19,5580.0,3937.5,Критические,"Персональные обращения, специальные условия"
60481401,High Value New Customers,Gold,524,11,13520,18079.8,4,10,2025-01-01,2025-09-27,3380.0,4519.95,Растущие,"VIP обслуживание, персональный менеджер"
57636631,Potential Loyalists,Silver,312,6,6200,8618.0,2,5,2025-07-02,2025-07-26,3100.0,4309.0,Растущие,Персонализированные рекомендации
62448369,New Customers,Gold,523,10,8940,8250.2,3,6,2025-03-21,2025-09-24,2980.0,2750.066666666667,Новые,"Приветственная программа, обучение"
71947674,Loyal Customers,Platinum,435,12,27500,35861.0,5,12,2025-01-03,2025-08-30,5500.0,7172.2,Премиум,"Программа лояльности, перекрестные продажи"
29302655,Loyal Customers,Gold,434,11,15500,22330.0,5,14,2025-01-15,2025-08-31,3100.0,4466.0,Премиум,"Программа лояльности, перекрестные продажи"
51313051,High Value New Customers,Platinum,525,12,33300,22084.0,3,5,2025-05-16,2025-09-15,11100.0,7361.333333333333,Растущие,"VIP обслуживание, персональный менеджер"
61640595,Loyal Customers,Gold,334,10,20280,10611.2,6,9,2025-01-13,2025-07-16,3380.0,1768.5333333333335,Премиум,"Программа лояльности, перекрестные продажи"
91197986,High Value New Customers,Gold,524,11,12400,6229.0,4,6,2025-03-25,2025-09-21,3100.0,1557.25,Растущие,"VIP обслуживание, персональный менеджер"
82503737,Loyal Customers,Platinum,534,12,20280,24997.8,6,14,2025-02-13,2025-09-27,3380.0,4166.3,Премиум,"Программа лояльности, перекрестные продажи"
17280340,High Value New Customers,Gold,524,11,17200,22600.0,4,10,2025-02-01,2025-09-16,4300.0,5650.0,Растущие,"VIP обслуживание, персональный менеджер"
86731291,About To Sleep,Silver,223,7,9300,7509.0,3,6,2025-01-09,2025-06-01,3100.0,2503.0,Рисковые,"Срочные акции, напоминания"
75134712,Loyal Customers,Gold,334,10,12900,23930.8,5,16,2025-03-28,2025-07-17,2580.0,4786.16,Премиум,"Программа лояльности, перекрестные продажи"
25990523,New Customers,Silver,421,7,2040,283.0,3,5,2025-03-08,2025-08-15,680.0,94.33333333333333,Новые,"Приветственная программа, обучение"
64096625,New Customers,Silver,521,8,2100,2754.0,3,9,2025-02-16,2025-09-28,700.0,918.0,Новые,"Приветственная программа, обучение"
15551074,High Value New Customers,Gold,524,11,14100,14877.0,3,7,2025-03-04,2025-09-10,4700.0,4959.0,Растущие,"VIP обслуживание, персональный менеджер"
41413237,New Customers,Silver,412,7,7180,1247.4,1,1,2025-08-28,2025-08-28,7180.0,1247.4,Новые,"Приветственная программа, обучение"
93760761,213,Silver,213,6,9960,16191.4,2,6,2025-02-17,2025-05-06,4980.0,8095.7,Другие,Стандартный маркетинг
23392944,Cannot Lose Them,Silver,114,6,13180,30472.7,2,7,2025-01-08,2025-01-17,6590.0,15236.35,Критические,"Персональные обращения, специальные условия"
41313579,New Customers,Silver,421,7,4800,9319.0,4,14,2025-02-24,2025-08-21,1200.0,2329.75,Новые,"Приветственная программа, обучение"
12001967,Potential Loyalists,Silver,323,8,8700,14401.0,3,9,2025-02-23,2025-07-10,2900.0,4800.333333333333,Растущие,Персонализированные рекомендации
48742299,Loyal Customers,Platinum,535,13,66600,102646.0,6,16,2025-01-24,2025-09-28,11100.0,17107.666666666668,Премиум,"Программа лояльности, перекрестные продажи"
35421823,New Customers,Silver,521,8,2580,2489.2,3,8,2025-01-21,2025-09-18,860.0,829.7333333333332,Новые,"Приветственная программа, обучение"
66638917,New Customers,Silver,512,8,5560,6924.8,2,5,2025-07-26,2025-09-08,2780.0,3462.4,Новые,"Приветственная программа, обучение"
83149727,Loyal Customers,Gold,335,11,35940,41982.8,6,14,2025-03-29,2025-07-04,5990.0,6997.133333333334,Премиум,"Программа лояльности, перекрестные продажи"
84683767,Cannot Lose Them,Gold,225,9,33300,42826.0,3,7,2025-01-05,2025-06-16,11100.0,14275.333333333334,Критические,"Персональные обращения, специальные условия"
82785519,At Risk,Bronze,111,3,2690,6334.3,1,4,2025-01-13,2025-01-13,2690.0,6334.3,Критические,"Восстановительные кампании, опросы"
14715236,324,Gold,324,9,19740,40225.2,3,10,2025-03-02,2025-07-08,6580.0,13408.4,Другие,Стандартный маркетинг
91964708,New Customers,Gold,423,9,9520,5358.6,4,7,2025-04-13,2025-08-18,2380.0,1339.65,Новые,"Приветственная программа, обучение"
32921978,235,Gold,235,10,35900,53495.6,5,13,2025-01-13,2025-05-14,7180.0,10699.119999999999,Другие,Стандартный маркетинг
98454420,Cannot Lose Them,Silver,224,8,21540,28423.2,3,7,2025-02-07,2025-06-22,7180.0,9474.4,Критические,"Персональные обращения, специальные условия"
42364136,Loyal Customers,Platinum,345,12,22240,29012.2,8,20,2025-03-30,2025-08-04,2780.0,3626.525,Премиум,"Программа лояльности, перекрестные продажи"
87949160,New Customers,Gold,423,9,11920,10378.6,4,8,2025-01-25,2025-09-04,2980.0,2594.65,Новые,"Приветственная программа, обучение"
42123172,Champions,Platinum,444,12,14350,22053.5,7,21,2025-02-21,2025-09-01,2050.0,3150.5,Премиум,"Персональные предложения, эксклюзивный доступ"
33846396,New Customers,Gold,423,9,9870,9086.1,3,6,2025-02-04,2025-08-11,3290.0,3028.7000000000003,Новые,"Приветственная программа, обучение"
32826828,Loyal Customers,Platinum,535,13,34950,43656.7,5,12,2025-01-15,2025-09-15,6990.0,8731.34,Премиум,"Программа лояльности, перекрестные продажи"
72952203,High Value New Customers,Gold,524,11,20214,19713.8,3,6,2025-03-09,2025-09-20,6738.0,6571.266666666666,Растущие,"VIP обслуживание, персональный менеджер"
19259686,Loyal Customers,Gold,334,10,20000,27004.0,5,28,2025-01-14,2025-07-28,4000.0,5400.8,Премиум,"Программа лояльности, перекрестные продажи"
68959314,High Value New Customers,Gold,414,9,15160,2653.2,2,2,2025-02-05,2025-09-01,7580.0,1326.6,Растущие,"VIP обслуживание, персональный менеджер"
84114415,123,Silver,123,6,9300,18195.0,3,10,2025-02-16,2025-04-22,3100.0,6065.0,Другие,Стандартный маркетинг
86131619,New Customers,Silver,421,7,2560,722.0,4,8,2025-07-22,2025-09-04,640.0,180.5,Новые,"Приветственная программа, обучение"
36763385,High Value New Customers,Gold,424,10,17970,17330.7,3,6,2025-06-14,2025-09-02,5990.0,5776.900000000001,Растущие,"VIP обслуживание, персональный менеджер"
82500306,High Value New Customers,Platinum,525,12,22000,10661.0,4,6,2025-01-01,2025-09-11,5500.0,2665.25,Растущие,"VIP обслуживание, персональный менеджер"
80091756,At Risk,Bronze,112,4,6200,5795.0,2,4,2025-04-01,2025-04-22,3100.0,2897.5,Критические,"Восстановительные кампании, опросы"
84625234,High Value New Customers,Gold,424,10,12400,8451.0,4,7,2025-02-22,2025-08-12,3100.0,2112.75,Растущие,"VIP обслуживание, персональный менеджер"
67317287,New Customers,Silver,511,7,1000,-160.0,1,1,2025-09-24,2025-09-24,1000.0,-160.0,Новые,"Приветственная программа, обучение"
42669478,235,Gold,235,10,55500,96388.0,5,14,2025-01-18,2025-06-08,11100.0,19277.6,Другие,Стандартный маркетинг
41999620,New Customers,Silver,421,7,4260,8559.6,3,11,2025-02-12,2025-08-17,1420.0,2853.2000000000003,Новые,"Приветственная программа, обучение"
69857947,High Value New Customers,Gold,425,11,33300,21236.0,3,5,2025-04-23,2025-08-31,11100.0,7078.666666666667,Растущие,"VIP обслуживание, персональный менеджер"
42294120,324,Gold,324,9,19920,25041.4,4,9,2025-04-24,2025-07-30,4980.0,6260.35,Другие,Стандартный маркетинг
68149765,New Customers,Silver,512,8,6760,7680.2,2,5,2025-08-22,2025-09-08,3380.0,3840.1,Новые,"Приветственная программа, обучение"
35605795,Potential Loyalists,Bronze,311,5,4400,9450.0,2,7,2025-06-02,2025-07-14,2200.0,4725.0,Растущие,Персонализированные рекомендации
86078699,Cannot Lose Them,Silver,214,7,13160,29413.4,2,7,2025-04-02,2025-06-24,6580.0,14706.7,Критические,"Персональные обращения, специальные условия"
59157402,New Customers,Silver,411,6,3100,3317.0,1,2,2025-08-26,2025-08-26,3100.0,3317.0,Новые,"Приветственная программа, обучение"
38798252,Potential Loyalists,Silver,312,6,5400,4374.0,2,4,2025-03-31,2025-08-04,2700.0,2187.0,Растущие,Персонализированные рекомендации
33150933,213,Silver,213,6,11160,29886.6,2,8,2025-01-06,2025-05-15,5580.0,14943.3,Другие,Стандартный маркетинг
33746541,Potential Loyalists,Bronze,311,5,2750,3852.5,1,3,2025-08-03,2025-08-03,2750.0,3852.5,Растущие,Персонализированные рекомендации
29875570,541,Gold,541,10,4620,7363.0,7,25,2025-01-13,2025-09-26,660.0,1051.857142857143,Другие,Стандартный маркетинг
94803962,At Risk,Bronze,112,4,6180,10459.2,1,3,2025-01-13,2025-01-13,6180.0,10459.2,Критические,"Восстановительные кампании, опросы"
72395314,New Customers,Gold,423,9,8970,10452.3,3,7,2025-01-16,2025-09-05,2990.0,3484.1,Новые,"Приветственная программа, обучение"
42354439,314,Silver,314,8,13160,23690.0,2,6,2025-07-19,2025-08-03,6580.0,11845.0,Другие,Стандартный маркетинг
85372595,At Risk,Bronze,122,5,7650,8289.5,3,7,2025-01-01,2025-04-01,2550.0,2763.1666666666665,Критические,"Восстановительные кампании, опросы"
79748321,Loyal Customers,Platinum,535,13,35900,66561.4,5,15,2025-01-05,2025-09-17,7180.0,13312.279999999999,Премиум,"Программа лояльности, перекрестные продажи"
37130177,At Risk,Bronze,212,5,5160,6864.4,2,5,2025-05-01,2025-06-09,2580.0,3432.2,Критические,"Восстановительные кампании, опросы"
42530270,213,Silver,213,6,9980,14374.4,2,5,2025-04-16,2025-06-27,4990.0,7187.2,Другие,Стандартный маркетинг
77629680,Cannot Lose Them,Silver,124,7,19740,24577.6,3,7,2025-02-21,2025-04-16,6580.0,8192.533333333333,Критические,"Персональные обращения, специальные условия"
99198177,Loyal Customers,Gold,335,11,36500,54487.0,5,13,2025-05-02,2025-07-22,7300.0,10897.4,Премиум,"Программа лояльности, перекрестные продажи"
78752940,324,Gold,324,9,21540,26004.0,3,7,2025-03-03,2025-07-24,7180.0,8668.0,Другие,Стандартный маркетинг
54981333,At Risk,Bronze,112,4,5780,11632.6,2,7,2025-01-19,2025-02-09,2890.0,5816.3,Критические,"Восстановительные кампании, опросы"
60866651,Cannot Lose Them,Silver,124,7,16740,20112.4,3,7,2025-02-26,2025-04-23,5580.0,6704.133333333334,Критические,"Персональные обращения, специальные условия"
95054310,Cannot Lose Them,Silver,224,8,17340,22749.4,3,7,2025-03-04,2025-07-01,5780.0,7583.133333333334,Критические,"Персональные обращения, специальные условия"
71734525,New Customers,Silver,411,6,2200,3289.0,1,3,2025-08-22,2025-08-22,2200.0,3289.0,Новые,"Приветственная программа, обучение"
58295345,Champions,Platinum,545,14,32900,52190.0,7,20,2025-02-02,2025-09-15,4700.0,7455.714285714285,Премиум,"Персональные предложения, эксклюзивный доступ"
19928290,New Customers,Gold,523,10,10800,23908.0,3,10,2025-02-12,2025-09-15,3600.0,7969.333333333333,Новые,"Приветственная программа, обучение"
44146850,High Value New Customers,Gold,425,11,31312,37579.84,4,9,2025-01-17,2025-08-26,7828.0,9394.96,Растущие,"VIP обслуживание, персональный менеджер"
34657339,Loyal Customers,Platinum,535,13,33000,46745.0,6,15,2025-01-23,2025-09-20,5500.0,7790.833333333333,Премиум,"Программа лояльности, перекрестные продажи"
96700442,Cannot Lose Them,Silver,125,8,22140,26160.4,3,7,2025-01-15,2025-04-11,7380.0,8720.133333333333,Критические,"Персональные обращения, специальные условия"
75174314,Cannot Lose Them,Silver,125,8,22140,27670.6,3,7,2025-01-23,2025-03-07,7380.0,9223.533333333333,Критические,"Персональные обращения, специальные условия"
20450748,High Value New Customers,Platinum,525,12,33300,60190.0,3,9,2025-02-03,2025-09-21,11100.0,20063.333333333332,Растущие,"VIP обслуживание, персональный менеджер"
26561997,Cannot Lose Them,Silver,214,7,13160,12890.0,2,4,2025-03-11,2025-05-20,6580.0,6445.0,Критические,"Персональные обращения, специальные условия"
61043170,About To Sleep,Silver,223,7,8070,15786.8,3,10,2025-01-18,2025-06-20,2690.0,5262.266666666666,Рисковые,"Срочные акции, напоминания"
88157875,Loyal Customers,Gold,335,11,31800,48292.0,6,16,2025-02-07,2025-07-30,5300.0,8048.666666666667,Премиум,"Программа лояльности, перекрестные продажи"
33336859,Loyal Customers,Platinum,435,12,30000,18048.0,5,8,2025-01-02,2025-08-31,6000.0,3609.6,Премиум,"Программа лояльности, перекрестные продажи"
11723919,Cannot Lose Them,Silver,224,8,12720,12455.4,4,9,2025-01-13,2025-05-21,3180.0,3113.85,Критические,"Персональные обращения, специальные условия"
24666903,New Customers,Gold,523,10,10140,15589.2,3,8,2025-01-19,2025-09-22,3380.0,5196.400000000001,Новые,"Приветственная программа, обучение"
44703697,Loyal Customers,Platinum,535,13,24900,25903.4,5,11,2025-01-20,2025-09-17,4980.0,5180.68,Премиум,"Программа лояльности, перекрестные продажи"
35122854,325,Gold,325,10,22000,54782.0,4,15,2025-02-20,2025-08-01,5500.0,13695.5,Другие,Стандартный маркетинг
46140671,High Value New Customers,Gold,425,11,21900,51388.0,3,11,2025-01-06,2025-09-05,7300.0,17129.333333333332,Растущие,"VIP обслуживание, персональный менеджер"
84888512,Potential Loyalists,Silver,321,6,3750,2621.0,3,6,2025-02-07,2025-07-19,1250.0,873.6666666666666,Растущие,Персонализированные рекомендации
12919215,At Risk,Bronze,111,3,1320,1250.6,1,2,2025-01-06,2025-01-06,1320.0,1250.6,Критические,"Восстановительные кампании, опросы"
98799862,Potential Loyalists,Silver,313,7,11100,11195.0,1,2,2025-07-15,2025-07-15,11100.0,11195.0,Растущие,Персонализированные рекомендации
83514799,New Customers,Silver,512,8,7180,18099.6,1,4,2025-09-24,2025-09-24,7180.0,18099.6,Новые,"Приветственная программа, обучение"
65489961,325,Gold,325,10,25680,36310.4,4,10,2025-02-10,2025-08-04,6420.0,9077.6,Другие,Стандартный маркетинг
84503528,High Value New Customers,Gold,425,11,22592,35048.44,4,11,2025-06-07,2025-08-25,5648.0,8762.11,Растущие,"VIP обслуживание, персональный менеджер"
61427977,High Value New Customers,Gold,524,11,13960,14557.7,4,9,2025-02-24,2025-09-22,3490.0,3639.425,Растущие,"VIP обслуживание, персональный менеджер"
56604839,324,Gold,324,9,13960,18106.4,4,10,2025-01-30,2025-08-07,3490.0,4526.6,Другие,Стандартный маркетинг
99926256,At Risk,Bronze,111,3,4980,8686.8,1,3,2025-01-06,2025-01-06,4980.0,8686.8,Критические,"Восстановительные кампании, опросы"
52629278,235,Gold,235,10,29950,56799.3,5,15,2025-03-15,2025-05-16,5990.0,11359.86,Другие,Стандартный маркетинг
93427155,At Risk,Bronze,111,3,3980,-55.6,1,1,2025-03-20,2025-03-20,3980.0,-55.6,Критические,"Восстановительные кампании, опросы"
84867052,Cannot Lose Them,Silver,224,8,15920,18256.4,4,9,2025-02-07,2025-06-05,3980.0,4564.1,Критические,"Персональные обращения, специальные условия"
47477350,Loyal Customers,Platinum,435,12,27500,35718.0,5,12,2025-04-30,2025-08-30,5500.0,7143.6,Премиум,"Программа лояльности, перекрестные продажи"
69990915,At Risk,Bronze,211,4,3200,2227.0,2,4,2025-04-16,2025-05-25,1600.0,1113.5,Критические,"Восстановительные кампании, опросы"
65415657,Loyal Customers,Platinum,535,13,43080,55166.4,6,14,2025-01-06,2025-09-25,7180.0,9194.4,Премиум,"Программа лояльности, перекрестные продажи"
71669416,New Customers,Silver,512,8,5560,4759.2,2,4,2025-01-23,2025-09-28,2780.0,2379.6,Новые,"Приветственная программа, обучение"
28663473,At Risk,Bronze,211,4,720,257.0,1,2,2025-05-28,2025-05-28,720.0,257.0,Критические,"Восстановительные кампании, опросы"
44809215,Cannot Lose Them,Silver,114,6,14600,1938.0,2,2,2025-02-19,2025-05-02,7300.0,969.0,Критические,"Персональные обращения, специальные условия"
87448383,Loyal Customers,Gold,434,11,21500,29997.0,5,13,2025-03-25,2025-08-23,4300.0,5999.4,Премиум,"Программа лояльности, перекрестные продажи"
16337630,Loyal Customers,Platinum,534,12,20500,30382.0,5,14,2025-06-04,2025-09-20,4100.0,6076.4,Премиум,"Программа лояльности, перекрестные продажи"
55418733,High Value New Customers,Platinum,525,12,33300,21073.0,3,5,2025-02-03,2025-09-26,11100.0,7024.333333333333,Растущие,"VIP обслуживание, персональный менеджер"
79710676,High Value New Customers,Gold,524,11,19960,40156.9,4,13,2025-01-29,2025-09-20,4990.0,10039.225,Растущие,"VIP обслуживание, персональный менеджер"
30465096,At Risk,Bronze,111,3,4980,8849.2,1,3,2025-02-22,2025-02-22,4980.0,8849.2,Критические,"Восстановительные кампании, опросы"
95808454,Cannot Lose Them,Silver,224,8,14400,19471.0,4,10,2025-01-19,2025-06-19,3600.0,4867.75,Критические,"Персональные обращения, специальные условия"
64089075,Loyal Customers,Platinum,535,13,23000,35910.0,5,14,2025-01-01,2025-09-08,4600.0,7182.0,Премиум,"Программа лояльности, перекрестные продажи"
38070392,Cannot Lose Them,Gold,225,9,29940,50571.2,3,9,2025-02-09,2025-06-30,9980.0,16857.066666666666,Критические,"Персональные обращения, специальные условия"
25324439,New Customers,Gold,522,9,8000,8040.0,4,9,2025-02-10,2025-09-09,2000.0,2010.0,Новые,"Приветственная программа, обучение"
13307981,Potential Loyalists,Silver,323,8,10800,8958.0,4,8,2025-01-15,2025-07-30,2700.0,2239.5,Растущие,Персонализированные рекомендации
42375033,213,Silver,213,6,9100,9031.0,1,2,2025-07-01,2025-07-01,9100.0,9031.0,Другие,Стандартный маркетинг
32067104,325,Gold,325,10,29200,40654.0,4,10,2025-01-24,2025-07-24,7300.0,10163.5,Другие,Стандартный маркетинг
15511860,213,Silver,213,6,9980,23114.7,2,7,2025-01-02,2025-06-09,4990.0,11557.35,Другие,Стандартный маркетинг
13735368,123,Silver,123,6,10470,15214.1,3,8,2025-02-06,2025-05-02,3490.0,5071.366666666667,Другие,Стандартный маркетинг
24148272,Potential Loyalists,Silver,323,8,10470,12675.6,3,7,2025-01-19,2025-08-08,3490.0,4225.2,Растущие,Персонализированные рекомендации
49167948,At Risk,Bronze,112,4,7180,6725.0,1,2,2025-01-29,2025-01-29,7180.0,6725.0,Критические,"Восстановительные кампании, опросы"
77597491,325,Gold,325,10,21900,39607.0,3,9,2025-04-28,2025-07-31,7300.0,13202.333333333334,Другие,Стандартный маркетинг
35214367,325,Gold,325,10,39960,55279.5,4,10,2025-01-10,2025-07-17,9990.0,13819.875,Другие,Стандартный маркетинг
21820132,High Value New Customers,Gold,515,11,22200,52084.0,2,7,2025-02-24,2025-09-16,11100.0,26042.0,Растущие,"VIP обслуживание, персональный менеджер"
77137463,New Customers,Silver,421,7,4650,6025.5,3,8,2025-05-09,2025-08-20,1550.0,2008.5,Новые,"Приветственная программа, обучение"
65491653,New Customers,Silver,512,8,6760,6082.4,2,4,2025-08-21,2025-09-26,3380.0,3041.2,Новые,"Приветственная программа, обучение"
47380526,324,Gold,324,9,19960,20155.5,4,8,2025-02-09,2025-07-07,4990.0,5038.875,Другие,Стандартный маркетинг
29108949,Cannot Lose Them,Silver,114,6,13980,6807.2,2,3,2025-02-03,2025-04-18,6990.0,3403.6,Критические,"Персональные обращения, специальные условия"
90338470,High Value New Customers,Gold,425,11,39920,55300.2,4,10,2025-01-02,2025-08-31,9980.0,13825.05,Растущие,"VIP обслуживание, персональный менеджер"
54154203,123,Silver,123,6,8940,5556.2,3,5,2025-01-04,2025-04-04,2980.0,1852.0666666666666,Другие,Стандартный маркетинг
74588621,Champions,Platinum,444,12,17850,21831.5,7,17,2025-01-11,2025-09-05,2550.0,3118.785714285714,Премиум,"Персональные предложения, эксклюзивный доступ"
69113632,At Risk,Bronze,211,4,4200,5677.0,2,5,2025-02-08,2025-06-11,2100.0,2838.5,Критические,"Восстановительные кампании, опросы"
50394726,At Risk,Bronze,111,3,600,631.0,1,3,2025-04-26,2025-04-26,600.0,631.0,Критические,"Восстановительные кампании, опросы"
18519010,High Value New Customers,Gold,424,10,19740,28642.8,3,8,2025-06-05,2025-08-28,6580.0,9547.6,Растущие,"VIP обслуживание, персональный менеджер"
54290924,Loyal Customers,Platinum,435,12,35900,38913.8,5,11,2025-05-24,2025-08-28,7180.0,7782.76,Премиум,"Программа лояльности, перекрестные продажи"
89421563,New Customers,Silver,411,6,2640,2056.8,2,10,2025-02-10,2025-08-11,1320.0,1028.4,Новые,"Приветственная программа, обучение"
47418597,New Customers,Silver,512,8,5800,11971.0,2,7,2025-07-01,2025-09-09,2900.0,5985.5,Новые,"Приветственная программа, обучение"
47335358,Loyal Customers,Platinum,534,12,13900,12165.6,5,10,2025-01-21,2025-09-24,2780.0,2433.12,Премиум,"Программа лояльности, перекрестные продажи"
87706785,At Risk,Bronze,112,4,6360,9811.8,2,6,2025-04-17,2025-05-03,3180.0,4905.9,Критические,"Восстановительные кампании, опросы"
33739806,New Customers,Silver,421,7,3000,3297.0,3,8,2025-07-20,2025-09-06,1000.0,1099.0,Новые,"Приветственная программа, обучение"
36571012,New Customers,Gold,532,10,6450,5957.8,5,11,2025-06-03,2025-09-15,1290.0,1191.56,Новые,"Приветственная программа, обучение"
67151078,New Customers,Silver,412,7,6180,1061.4,1,1,2025-08-28,2025-08-28,6180.0,1061.4,Новые,"Приветственная программа, обучение"
71602389,Potential Loyalists,Silver,313,7,10200,5582.0,2,3,2025-06-19,2025-07-23,5100.0,2791.0,Растущие,Персонализированные рекомендации
43138987,High Value New Customers,Platinum,525,12,26320,34679.4,4,10,2025-04-15,2025-09-22,6580.0,8669.85,Растущие,"VIP обслуживание, персональный менеджер"
43776637,Loyal Customers,Platinum,535,13,29900,40929.8,5,13,2025-02-11,2025-09-26,5980.0,8185.960000000001,Премиум,"Программа лояльности, перекрестные продажи"
45162734,213,Silver,213,6,11000,15007.0,2,5,2025-04-06,2025-06-06,5500.0,7503.5,Другие,Стандартный маркетинг
32639679,Cannot Lose Them,Silver,124,7,20970,44568.2,3,10,2025-01-11,2025-04-04,6990.0,14856.066666666666,Критические,"Персональные обращения, специальные условия"
26802010,Loyal Customers,Platinum,435,12,25200,33104.0,6,15,2025-02-13,2025-09-03,4200.0,5517.333333333333,Премиум,"Программа лояльности, перекрестные продажи"
82901378,Potential Loyalists,Silver,323,8,9300,11212.0,3,7,2025-02-04,2025-08-08,3100.0,3737.3333333333335,Растущие,Персонализированные рекомендации
81977680,314,Silver,314,8,14760,38512.4,2,8,2025-04-05,2025-08-01,7380.0,19256.2,Другие,Стандартный маркетинг
74682626,About To Sleep,Silver,223,7,8340,16389.8,3,10,2025-01-14,2025-05-20,2780.0,5463.266666666666,Рисковые,"Срочные акции, напоминания"
45765450,New Customers,Gold,523,10,9540,16291.2,3,9,2025-01-25,2025-09-16,3180.0,5430.400000000001,Новые,"Приветственная программа, обучение"
43022400,New Customers,Gold,523,10,11920,20521.4,4,12,2025-01-29,2025-09-25,2980.0,5130.35,Новые,"Приветственная программа, обучение"
68096550,At Risk,Bronze,112,4,5200,9139.0,1,3,2025-03-02,2025-03-02,5200.0,9139.0,Критические,"Восстановительные кампании, опросы"
76161009,324,Gold,324,9,18570,32857.9,3,9,2025-01-08,2025-08-06,6190.0,10952.633333333333,Другие,Стандартный маркетинг
45844803,At Risk,Bronze,111,3,4906,-94.52,1,1,2025-04-18,2025-04-18,4906.0,-94.52,Критические,"Восстановительные кампании, опросы"
98767142,324,Gold,324,9,16740,21605.8,3,7,2025-03-25,2025-07-21,5580.0,7201.933333333333,Другие,Стандартный маркетинг
86055495,New Customers,Silver,413,8,10600,14309.0,2,5,2025-05-23,2025-08-21,5300.0,7154.5,Новые,"Приветственная программа, обучение"
70809079,High Value New Customers,Gold,425,11,29940,48598.2,3,8,2025-04-08,2025-08-27,9980.0,16199.4,Растущие,"VIP обслуживание, персональный менеджер"
91561471,High Value New Customers,Platinum,525,12,28000,39297.0,4,10,2025-01-02,2025-09-08,7000.0,9824.25,Растущие,"VIP обслуживание, персональный менеджер"
43896197,324,Gold,324,9,14940,14427.6,3,6,2025-07-04,2025-07-27,4980.0,4809.2,Другие,Стандартный маркетинг
22172016,Cannot Lose Them,Silver,214,7,12400,12530.0,2,4,2025-06-17,2025-06-29,6200.0,6265.0,Критические,"Персональные обращения, специальные условия"
52116150,New Customers,Silver,512,8,6760,18699.6,2,8,2025-04-03,2025-09-10,3380.0,9349.8,Новые,"Приветственная программа, обучение"
95592350,325,Gold,325,10,33300,39955.0,3,7,2025-03-22,2025-07-11,11100.0,13318.333333333334,Другие,Стандартный маркетинг
10060494,High Value New Customers,Gold,524,11,20720,19970.4,4,8,2025-02-01,2025-09-17,5180.0,4992.6,Растущие,"VIP обслуживание, персональный менеджер"
74519088,113,Bronze,113,5,11980,6023.4,2,3,2025-01-09,2025-03-24,5990.0,3011.7,Другие,Стандартный маркетинг
34469882,Potential Loyalists,Bronze,311,5,4900,8422.0,2,6,2025-03-11,2025-07-31,2450.0,4211.0,Растущие,Персонализированные рекомендации
36496711,Cannot Lose Them,Silver,124,7,20208,36828.4,3,9,2025-03-20,2025-04-20,6736.0,12276.133333333333,Критические,"Персональные обращения, специальные условия"
27574394,About To Sleep,Silver,222,6,8000,7894.0,4,9,2025-04-27,2025-06-09,2000.0,1973.5,Рисковые,"Срочные акции, напоминания"
12105804,325,Gold,325,10,23484,61528.84,3,12,2025-05-23,2025-07-14,7828.0,20509.61333333333,Другие,Стандартный маркетинг
78143684,At Risk,Bronze,112,4,6200,-238.0,2,2,2025-02-05,2025-03-16,3100.0,-119.0,Критические,"Восстановительные кампании, опросы"
80463441,At Risk,Bronze,112,4,7380,1364.0,1,1,2025-02-07,2025-02-07,7380.0,1364.0,Критические,"Восстановительные кампании, опросы"
37897172,Cannot Lose Them,Silver,224,8,14940,35960.2,3,11,2025-01-08,2025-06-23,4980.0,11986.733333333332,Критические,"Персональные обращения, специальные условия"
80340504,Potential Loyalists,Silver,313,7,9000,4911.0,2,3,2025-03-04,2025-08-01,4500.0,2455.5,Растущие,Персонализированные рекомендации
34965828,Potential Loyalists,Bronze,311,5,3368,7.84,1,1,2025-08-09,2025-08-09,3368.0,7.84,Растущие,Персонализированные рекомендации
43666607,New Customers,Silver,511,7,4100,3082.5,2,4,2025-06-02,2025-09-17,2050.0,1541.25,Новые,"Приветственная программа, обучение"
