sku,cv,xyz_class
FFF_Titanium_2399,1.0,Z
FFF_Titanium_3323,1.0,Z
FFF_Titanium_5998,1.0,Z
FFF_Titanium_6126,1.0,Z
FFF_Titanium_8411,1.0,Z
FFF_Titanium_8810,1.0,Z
FFF_Titanium_8960,1.0,Z
FFF_Titanium_9574,1.0,Z
FFF_White_2354,1.0,Z
FFF_White_5263,1.0,Z
FFF_White_9121,1.0,Z
GGG_Black_1389,1.0,Z
GGG_Black_5174,1.0,Z
GGG_Black_5293,1.0,Z
GGG_Black_5356,1.0,Z
GGG_Black_5508,1.0,Z
GGG_Black_5739,1.0,Z
GGG_Black_6808,1.0,Z
GGG_Black_8879,1.0,Z
GGG_Black_9644,1.0,Z
GGG_Blue_1183,1.0,Z
GGG_Blue_2162,1.0,Z
GGG_Blue_2602,1.0,Z
GGG_Blue_2762,1.0,Z
GGG_Blue_3143,1.0,Z
GGG_Blue_5448,1.0,Z
GGG_Blue_9642,1.0,Z
GGG_Clear_3876,1.0,Z
GGG_Clear_4484,1.0,Z
GGG_Clear_4848,1.0,Z
GGG_Clear_6751,1.0,Z
GGG_Clear_7869,1.0,Z
GGG_Clear_9364,1.0,Z
GGG_Green_1753,1.0,Z
GGG_Green_4062,1.0,Z
GGG_Green_4909,1.0,Z
GGG_Green_6367,1.0,Z
GGG_Green_7035,1.0,Z
GGG_Green_8168,1.0,Z
GGG_Green_8833,1.0,Z
GGG_Pink_2020,1.0,Z
GGG_Pink_2598,1.0,Z
GGG_Pink_3547,1.0,Z
GGG_Pink_4100,1.0,Z
GGG_Pink_4187,1.0,Z
GGG_Pink_4564,1.0,Z
GGG_Pink_5778,1.0,Z
GGG_Pink_6405,1.0,Z
GGG_Pink_9388,1.0,Z
GGG_Pink_9489,1.0,Z
GGG_Purple_1161,1.0,Z
GGG_Purple_3146,1.0,Z
GGG_Purple_4170,1.0,Z
GGG_Purple_4253,1.0,Z
GGG_Purple_4715,1.0,Z
GGG_Purple_4980,1.0,Z
GGG_Purple_5051,1.0,Z
GGG_Purple_5110,1.0,Z
GGG_Purple_5348,1.0,Z
GGG_Purple_6176,1.0,Z
GGG_Purple_7207,1.0,Z
GGG_Purple_9523,1.0,Z
GGG_Red_4578,1.0,Z
GGG_Red_4652,1.0,Z
GGG_Red_8772,1.0,Z
GGG_Red_8906,1.0,Z
GGG_Red_8930,1.0,Z
GGG_Red_9072,1.0,Z
GGG_Titanium_1488,1.0,Z
GGG_Titanium_4851,1.0,Z
GGG_Titanium_5888,1.0,Z
GGG_Titanium_7551,1.0,Z
GGG_Titanium_7570,1.0,Z
GGG_Titanium_9467,1.0,Z
GGG_White_2841,1.0,Z
GGG_White_4316,1.0,Z
GGG_White_4936,1.0,Z
GGG_White_5000,1.0,Z
GGG_White_7632,1.0,Z
GGG_White_9441,1.0,Z
GGG_White_9618,1.0,Z
HHH_Black_2849,1.0,Z
HHH_Black_4468,1.0,Z
HHH_Black_4644,1.0,Z
HHH_Black_9818,1.0,Z
HHH_Blue_2269,1.0,Z
HHH_Blue_5098,1.0,Z
HHH_Blue_6459,1.0,Z
HHH_Blue_6556,1.0,Z
HHH_Blue_7358,1.0,Z
HHH_Blue_8671,1.0,Z
HHH_Blue_9302,1.0,Z
HHH_Blue_9425,1.0,Z
HHH_Clear_1031,1.0,Z
HHH_Clear_1273,1.0,Z
HHH_Clear_1848,1.0,Z
HHH_Clear_3600,1.0,Z
HHH_Clear_4657,1.0,Z
HHH_Clear_5678,1.0,Z
HHH_Clear_7819,1.0,Z
HHH_Clear_7934,1.0,Z
HHH_Clear_8087,1.0,Z
HHH_Clear_8504,1.0,Z
HHH_Clear_8794,1.0,Z
HHH_Green_1488,1.0,Z
HHH_Green_2539,1.0,Z
HHH_Green_4614,1.0,Z
HHH_Green_5116,1.0,Z
HHH_Green_6528,1.0,Z
HHH_Green_6659,1.0,Z
HHH_Pink_1353,1.0,Z
HHH_Pink_1972,1.0,Z
HHH_Pink_4655,1.0,Z
HHH_Pink_5159,1.0,Z
HHH_Pink_5858,1.0,Z
HHH_Pink_7270,1.0,Z
HHH_Pink_7589,1.0,Z
HHH_Pink_7833,1.0,Z
HHH_Pink_8063,1.0,Z
HHH_Pink_8206,1.0,Z
HHH_Pink_8731,1.0,Z
HHH_Pink_8971,1.0,Z
HHH_Purple_1747,1.0,Z
HHH_Purple_2012,1.0,Z
HHH_Purple_2646,1.0,Z
HHH_Purple_3275,1.0,Z
HHH_Purple_4677,1.0,Z
HHH_Purple_7128,1.0,Z
HHH_Purple_7181,1.0,Z
HHH_Purple_8562,1.0,Z
HHH_Red_3578,1.0,Z
HHH_Red_3612,1.0,Z
HHH_Red_3860,1.0,Z
HHH_Red_3959,1.0,Z
HHH_Red_4760,1.0,Z
HHH_Red_5000,1.0,Z
HHH_Red_5637,1.0,Z
HHH_Titanium_2732,1.0,Z
HHH_Titanium_3383,1.0,Z
HHH_Titanium_3434,1.0,Z
HHH_Titanium_6539,1.0,Z
HHH_Titanium_8232,1.0,Z
HHH_Titanium_9359,1.0,Z
HHH_White_1139,1.0,Z
HHH_White_1327,1.0,Z
HHH_White_3457,1.0,Z
HHH_White_3648,1.0,Z
HHH_White_3901,1.0,Z
HHH_White_4492,1.0,Z
HHH_White_4628,1.0,Z
HHH_White_7443,1.0,Z
HHH_White_7575,1.0,Z
HHH_White_7627,1.0,Z
HHH_White_8048,1.0,Z
HHH_White_8297,1.0,Z
