customer_id,orders,total_revenue,total_profit,first_order,last_order,avg_order_value,avg_profit_per_order
46775139,3,19740,35180.2,2025-01-31,2025-04-25,6580.0,11726.733333333332
46780122,2,11000,810.0,2025-02-28,2025-07-06,5500.0,405.0
46916967,1,2490,6628.5,2025-09-28,2025-09-28,2490.0,6628.5
47113990,3,20700,20072.0,2025-01-11,2025-05-22,6900.0,6690.666666666667
47335358,5,13900,12165.6,2025-01-21,2025-09-24,2780.0,2433.12
47344384,4,15920,14137.2,2025-03-04,2025-07-13,3980.0,3534.3
47380526,4,19960,20155.5,2025-02-09,2025-07-07,4990.0,5038.875
47418597,2,5800,11971.0,2025-07-01,2025-09-09,2900.0,5985.5
47477350,5,27500,35718.0,2025-04-30,2025-08-30,5500.0,7143.6
47545727,4,7200,7387.0,2025-02-17,2025-05-27,1800.0,1846.75
47547508,2,20760,21270.6,2025-05-06,2025-05-23,10380.0,10635.3
47631395,5,27900,16371.0,2025-01-06,2025-07-23,5580.0,3274.2
47730210,1,9180,15698.4,2025-08-14,2025-08-14,9180.0,15698.4
48025495,2,300,-213.0,2025-06-10,2025-07-13,150.0,-106.5
48103158,4,10000,8340.0,2025-02-23,2025-09-24,2500.0,2085.0
48542574,3,14970,17511.5,2025-01-31,2025-05-29,4990.0,5837.166666666667
48742299,6,66600,102646.0,2025-01-24,2025-09-28,11100.0,17107.666666666668
48759312,5,7450,9107.5,2025-01-18,2025-07-23,1490.0,1821.5
48819696,3,15300,27315.0,2025-05-09,2025-05-22,5100.0,9105.0
48820146,3,7740,2858.6,2025-02-12,2025-06-06,2580.0,952.8666666666667
49167948,1,7180,6725.0,2025-01-29,2025-01-29,7180.0,6725.0
49227251,3,4800,11564.0,2025-03-29,2025-09-01,1600.0,3854.6666666666665
49463647,2,22200,40606.0,2025-02-06,2025-03-16,11100.0,20303.0
49649549,4,3520,-473.0,2025-03-03,2025-09-20,880.0,-118.25
49969528,2,5960,7595.4,2025-03-11,2025-09-01,2980.0,3797.7
49991507,3,35970,44338.0,2025-01-03,2025-09-24,11990.0,14779.333333333334
50339234,4,11732,10603.27,2025-01-27,2025-07-19,2933.0,2650.8175
50394726,1,600,631.0,2025-04-26,2025-04-26,600.0,631.0
50625074,2,11960,15999.6,2025-01-08,2025-06-04,5980.0,7999.8
50680192,1,11000,430.0,2025-08-22,2025-08-22,11000.0,430.0
50877595,2,6700,6607.5,2025-03-30,2025-06-30,3350.0,3303.75
50907007,3,33300,42448.0,2025-01-06,2025-05-10,11100.0,14149.333333333334
51023847,3,14970,26589.9,2025-06-07,2025-09-08,4990.0,8863.300000000001
51160776,1,11000,2120.0,2025-02-23,2025-02-23,11000.0,2120.0
51178363,1,2980,92.6,2025-03-07,2025-03-07,2980.0,92.6
51304009,4,27960,22218.4,2025-04-06,2025-08-14,6990.0,5554.6
51313051,3,33300,22084.0,2025-05-16,2025-09-15,11100.0,7361.333333333333
51498093,1,5580,5263.6,2025-09-19,2025-09-19,5580.0,5263.6
51575941,6,20280,29832.8,2025-01-11,2025-09-20,3380.0,4972.133333333333
51633895,2,4000,6438.0,2025-04-07,2025-05-06,2000.0,3219.0
51675683,2,12000,11114.0,2025-01-05,2025-02-10,6000.0,5557.0
51684723,3,21540,22249.0,2025-02-22,2025-09-22,7180.0,7416.333333333333
51752271,2,11000,11674.0,2025-01-07,2025-06-05,5500.0,5837.0
51813913,3,6450,14091.0,2025-03-25,2025-09-17,2150.0,4697.0
51863845,1,420,-161.8,2025-08-02,2025-08-02,420.0,-161.8
52059480,2,9980,12723.8,2025-03-21,2025-04-30,4990.0,6361.9
52067394,3,2820,3997.2,2025-04-14,2025-09-06,940.0,1332.3999999999999
52075157,3,21540,17216.6,2025-04-16,2025-07-09,7180.0,5738.866666666666
52116150,2,6760,18699.6,2025-04-03,2025-09-10,3380.0,9349.8
52180216,1,1800,2719.0,2025-02-18,2025-02-18,1800.0,2719.0
52297033,4,10200,17421.5,2025-02-21,2025-08-27,2550.0,4355.375
52308782,5,19900,34443.0,2025-02-15,2025-09-09,3980.0,6888.6
52326977,3,4140,1866.4,2025-01-16,2025-07-21,1380.0,622.1333333333333
52441227,1,2580,6418.4,2025-09-27,2025-09-27,2580.0,6418.4
52491122,2,11960,22613.4,2025-01-14,2025-09-11,5980.0,11306.7
52629278,5,29950,56799.3,2025-03-15,2025-05-16,5990.0,11359.86
52732703,6,37200,44159.0,2025-01-01,2025-09-15,6200.0,7359.833333333333
52760747,4,18800,34498.0,2025-01-23,2025-09-27,4700.0,8624.5
52863920,2,22000,1012.0,2025-01-06,2025-03-14,11000.0,506.0
52923583,2,2000,3919.0,2025-07-13,2025-07-20,1000.0,1959.5
52946669,1,2650,230.0,2025-02-11,2025-02-11,2650.0,230.0
52953466,3,7470,14956.9,2025-02-26,2025-07-20,2490.0,4985.633333333333
53249946,1,1624,4310.12,2025-09-14,2025-09-14,1624.0,4310.12
53363052,1,7180,761.2,2025-06-03,2025-06-03,7180.0,761.2
53675020,3,16740,29527.4,2025-03-11,2025-09-16,5580.0,9842.466666666667
53858511,4,11800,15520.5,2025-02-09,2025-09-20,2950.0,3880.125
53977919,3,16740,9658.2,2025-07-11,2025-09-01,5580.0,3219.4
54064492,2,9960,-132.4,2025-03-25,2025-08-29,4980.0,-66.2
54066848,1,9180,-236.2,2025-05-10,2025-05-10,9180.0,-236.2
54094339,2,13160,30172.4,2025-01-04,2025-07-25,6580.0,15086.2
54150352,2,3380,4149.4,2025-06-02,2025-06-25,1690.0,2074.7
54154203,3,8940,5556.2,2025-01-04,2025-04-04,2980.0,1852.0666666666666
54251905,4,8000,9868.0,2025-02-08,2025-09-16,2000.0,2467.0
54290924,5,35900,38913.8,2025-05-24,2025-08-28,7180.0,7782.76
54375561,4,10800,9828.0,2025-01-01,2025-04-10,2700.0,2457.0
54421974,2,1040,1054.8,2025-04-25,2025-09-10,520.0,527.4
54599649,1,7380,19664.0,2025-01-13,2025-01-13,7380.0,19664.0
54781961,3,22566,19663.72,2025-08-02,2025-08-22,7522.0,6554.573333333334
54981333,2,5780,11632.6,2025-01-19,2025-02-09,2890.0,5816.3
55041656,2,5580,7677.5,2025-01-01,2025-06-15,2790.0,3838.75
55068920,5,6300,4627.0,2025-03-21,2025-09-18,1260.0,925.4
55418733,3,33300,21073.0,2025-02-03,2025-09-26,11100.0,7024.333333333333
55426923,3,23484,17131.52,2025-01-02,2025-06-01,7828.0,5710.506666666667
55570580,7,77700,47915.0,2025-01-02,2025-06-09,11100.0,6845.0
55594711,1,3162,7704.06,2025-07-17,2025-07-17,3162.0,7704.06
55667150,2,11160,27617.2,2025-03-25,2025-05-21,5580.0,13808.6
55765055,3,8940,10885.6,2025-03-17,2025-05-07,2980.0,3628.5333333333333
55970003,3,16740,20639.6,2025-01-14,2025-08-02,5580.0,6879.866666666666
56052630,2,5560,6852.2,2025-05-09,2025-08-25,2780.0,3426.1
56099077,1,1040,634.0,2025-05-11,2025-05-11,1040.0,634.0
56270048,3,21540,8598.2,2025-02-19,2025-09-13,7180.0,2866.066666666667
56604839,4,13960,18106.4,2025-01-30,2025-08-07,3490.0,4526.6
56607737,2,14360,39625.4,2025-02-06,2025-02-15,7180.0,19812.7
56847236,2,18360,34889.4,2025-08-27,2025-09-28,9180.0,17444.7
56908719,1,5980,10932.4,2025-01-09,2025-01-09,5980.0,10932.4
56970638,2,9560,25233.6,2025-03-22,2025-08-08,4780.0,12616.8
57336840,3,5400,8881.0,2025-01-27,2025-04-04,1800.0,2960.3333333333335
57338726,4,19920,27098.6,2025-01-31,2025-09-12,4980.0,6774.65
57412404,2,9400,20770.0,2025-01-07,2025-07-31,4700.0,10385.0
57461608,2,7000,12571.0,2025-02-15,2025-07-28,3500.0,6285.5
57636631,2,6200,8618.0,2025-07-02,2025-07-26,3100.0,4309.0
57648642,1,7380,1086.2,2025-04-11,2025-04-11,7380.0,1086.2
57862472,3,9300,18517.0,2025-01-09,2025-09-06,3100.0,6172.333333333333
58035424,4,10800,6922.0,2025-05-12,2025-09-08,2700.0,1730.5
58217246,1,6580,10593.4,2025-03-06,2025-03-06,6580.0,10593.4
58239097,1,7380,14027.2,2025-05-23,2025-05-23,7380.0,14027.2
58295345,7,32900,52190.0,2025-02-02,2025-09-15,4700.0,7455.714285714285
58356356,4,10320,16771.4,2025-03-11,2025-09-18,2580.0,4192.85
58445728,1,6180,5984.0,2025-02-11,2025-02-11,6180.0,5984.0
58452083,1,690,819.7,2025-07-11,2025-07-11,690.0,819.7
58484682,5,21900,35243.2,2025-03-09,2025-09-23,4380.0,7048.639999999999
58507722,2,11000,10580.0,2025-05-11,2025-07-28,5500.0,5290.0
58519965,1,5800,4803.0,2025-05-15,2025-05-15,5800.0,4803.0
58794039,3,9900,19108.0,2025-04-15,2025-08-22,3300.0,6369.333333333333
59016478,1,3490,5994.4,2025-08-12,2025-08-12,3490.0,5994.4
59157402,1,3100,3317.0,2025-08-26,2025-08-26,3100.0,3317.0
59197687,5,45900,81537.0,2025-02-18,2025-09-11,9180.0,16307.4
59240777,6,7320,7140.6,2025-03-09,2025-09-24,1220.0,1190.1000000000001
59404266,2,12180,6475.4,2025-02-28,2025-04-03,6090.0,3237.7
59775520,6,2940,413.3,2025-02-25,2025-08-26,490.0,68.88333333333334
59810682,1,3490,2686.8,2025-09-18,2025-09-18,3490.0,2686.8
59874443,2,6760,11617.8,2025-03-07,2025-07-31,3380.0,5808.9
59917650,2,11296,11033.44,2025-07-27,2025-08-09,5648.0,5516.72
60315278,3,3060,2485.0,2025-03-28,2025-08-11,1020.0,828.3333333333334
60414566,1,2650,390.5,2025-08-16,2025-08-16,2650.0,390.5
60481401,4,13520,18079.8,2025-01-01,2025-09-27,3380.0,4519.95
60654307,3,9300,10816.0,2025-05-23,2025-06-28,3100.0,3605.3333333333335
60672089,1,11990,10022.2,2025-06-14,2025-06-14,11990.0,10022.2
60679385,4,5360,3943.2,2025-01-18,2025-04-04,1340.0,985.8
60736622,4,75040,86935.6,2025-04-16,2025-05-13,18760.0,21733.9
60822434,3,27300,34428.0,2025-06-22,2025-07-27,9100.0,11476.0
60866651,3,16740,20112.4,2025-02-26,2025-04-23,5580.0,6704.133333333334
61043170,3,8070,15786.8,2025-01-18,2025-06-20,2690.0,5262.266666666666
61392847,4,22320,44567.4,2025-01-15,2025-07-31,5580.0,11141.85
61427977,4,13960,14557.7,2025-02-24,2025-09-22,3490.0,3639.425
61473853,2,12100,15260.5,2025-01-15,2025-04-01,6050.0,7630.25
61490753,3,3420,2414.0,2025-01-08,2025-08-12,1140.0,804.6666666666666
61524158,5,25500,42839.0,2025-02-14,2025-08-24,5100.0,8567.8
61640595,6,20280,10611.2,2025-01-13,2025-07-16,3380.0,1768.5333333333335
61674284,2,11120,5001.0,2025-02-27,2025-08-03,5560.0,2500.5
62021585,4,7440,6458.4,2025-06-11,2025-09-03,1860.0,1614.6
62235684,1,5980,10544.0,2025-02-26,2025-02-26,5980.0,10544.0
62243407,1,6180,5888.6,2025-08-31,2025-08-31,6180.0,5888.6
62425327,3,21540,34784.8,2025-01-08,2025-08-31,7180.0,11594.933333333334
62448369,3,8940,8250.2,2025-03-21,2025-09-24,2980.0,2750.066666666667
62613196,4,26320,28577.6,2025-01-29,2025-08-07,6580.0,7144.4
62735299,2,13960,12906.8,2025-03-06,2025-04-29,6980.0,6453.4
62735344,4,11920,21314.4,2025-02-15,2025-09-18,2980.0,5328.6
62741760,2,17980,24708.4,2025-01-17,2025-06-03,8990.0,12354.2
62743855,1,3380,-179.6,2025-06-24,2025-06-24,3380.0,-179.6
63093696,4,11920,15376.8,2025-03-12,2025-06-16,2980.0,3844.2
63259901,6,30600,50353.0,2025-02-05,2025-07-10,5100.0,8392.166666666666
63266145,1,1950,1247.0,2025-08-11,2025-08-11,1950.0,1247.0
63335242,2,15960,15696.8,2025-02-27,2025-05-29,7980.0,7848.4
63341383,3,2070,1425.3,2025-04-22,2025-08-22,690.0,475.09999999999997
63600414,1,5580,10146.6,2025-09-06,2025-09-06,5580.0,10146.6
64089075,5,23000,35910.0,2025-01-01,2025-09-08,4600.0,7182.0
64096625,3,2100,2754.0,2025-02-16,2025-09-28,700.0,918.0
64199822,2,10600,27283.0,2025-03-22,2025-05-12,5300.0,13641.5
64280433,1,5396,14581.88,2025-07-07,2025-07-07,5396.0,14581.88
64327413,6,18600,21885.0,2025-02-07,2025-08-29,3100.0,3647.5
64330327,1,3100,229.0,2025-03-17,2025-03-17,3100.0,229.0
64363579,1,6780,12951.0,2025-01-20,2025-01-20,6780.0,12951.0
64474460,3,19560,44467.0,2025-01-10,2025-08-15,6520.0,14822.333333333334
64493994,2,5960,10617.8,2025-06-22,2025-08-23,2980.0,5308.9
64538087,5,17450,28615.4,2025-01-02,2025-05-21,3490.0,5723.08
64541408,1,2550,-128.5,2025-06-03,2025-06-03,2550.0,-128.5
64604307,3,20940,20546.6,2025-01-04,2025-07-26,6980.0,6848.866666666666
64670295,1,4980,13334.8,2025-01-06,2025-01-06,4980.0,13334.8
64821792,2,11160,10864.8,2025-05-07,2025-05-26,5580.0,5432.4
65123860,1,3490,9144.9,2025-06-23,2025-06-23,3490.0,9144.9
65415657,6,43080,55166.4,2025-01-06,2025-09-25,7180.0,9194.4
65461995,1,5980,15704.2,2025-02-18,2025-02-18,5980.0,15704.2
65489961,4,25680,36310.4,2025-02-10,2025-08-04,6420.0,9077.6
65491653,2,6760,6082.4,2025-08-21,2025-09-26,3380.0,3041.2
65992151,5,17000,25262.0,2025-01-23,2025-07-04,3400.0,5052.4
66144867,4,36720,25288.4,2025-04-25,2025-09-18,9180.0,6322.1
66208240,3,14940,16379.2,2025-04-11,2025-06-22,4980.0,5459.733333333334
66519859,3,14700,21553.0,2025-02-02,2025-09-08,4900.0,7184.333333333333
66638917,2,5560,6924.8,2025-07-26,2025-09-08,2780.0,3462.4
67131607,1,1180,2427.4,2025-08-16,2025-08-16,1180.0,2427.4
67151078,1,6180,1061.4,2025-08-28,2025-08-28,6180.0,1061.4
67182647,4,12400,16121.0,2025-01-14,2025-07-19,3100.0,4030.25
67317287,1,1000,-160.0,2025-09-24,2025-09-24,1000.0,-160.0
67418195,3,16140,31545.4,2025-05-01,2025-08-04,5380.0,10515.133333333333
67674825,3,10140,13545.0,2025-01-08,2025-06-05,3380.0,4515.0
67730240,2,5200,6604.0,2025-04-30,2025-09-12,2600.0,3302.0
67732421,3,21900,33365.0,2025-03-21,2025-08-16,7300.0,11121.666666666666
67734976,2,9960,18768.2,2025-06-19,2025-07-16,4980.0,9384.1
67982365,2,10200,16734.0,2025-01-08,2025-03-27,5100.0,8367.0
68096550,1,5200,9139.0,2025-03-02,2025-03-02,5200.0,9139.0
68149765,2,6760,7680.2,2025-08-22,2025-09-08,3380.0,3840.1
68159326,9,11160,13708.6,2025-03-18,2025-09-20,1240.0,1523.177777777778
68162392,2,13960,21348.4,2025-07-24,2025-09-17,6980.0,10674.2
68243217,1,3590,6317.4,2025-07-06,2025-07-06,3590.0,6317.4
68280793,1,3380,5376.4,2025-02-04,2025-02-04,3380.0,5376.4
68446959,2,11960,1451.0,2025-01-10,2025-03-29,5980.0,725.5
68455110,6,29880,53924.4,2025-02-04,2025-08-27,4980.0,8987.4
68723156,1,3490,2731.4,2025-08-24,2025-08-24,3490.0,2731.4
68942875,2,11980,25616.0,2025-02-10,2025-06-09,5990.0,12808.0
68959314,2,15160,2653.2,2025-02-05,2025-09-01,7580.0,1326.6
68959920,1,2380,-213.6,2025-04-26,2025-04-26,2380.0,-213.6
68974260,2,5000,6827.0,2025-08-28,2025-09-20,2500.0,3413.5
69113632,2,4200,5677.0,2025-02-08,2025-06-11,2100.0,2838.5
69371023,7,43260,51967.2,2025-01-03,2025-09-05,6180.0,7423.885714285714
69376098,1,2990,286.8,2025-06-11,2025-06-11,2990.0,286.8
69561939,1,6180,7196.0,2025-01-15,2025-01-15,6180.0,7196.0
69586840,2,6360,2170.4,2025-04-28,2025-06-22,3180.0,1085.2
69728328,5,9000,12922.0,2025-03-26,2025-09-06,1800.0,2584.4
69845855,1,5800,6001.0,2025-04-09,2025-04-09,5800.0,6001.0
69857947,3,33300,21236.0,2025-04-23,2025-08-31,11100.0,7078.666666666667
69940113,1,4980,4493.0,2025-08-15,2025-08-15,4980.0,4493.0
69990915,2,3200,2227.0,2025-04-16,2025-05-25,1600.0,1113.5
70074612,2,5720,2766.4,2025-02-28,2025-09-21,2860.0,1383.2
70160612,7,54796,117330.52,2025-01-05,2025-09-22,7828.0,16761.50285714286
70326795,8,88800,74336.0,2025-01-11,2025-08-16,11100.0,9292.0
70533928,2,11732,25985.3,2025-04-22,2025-05-23,5866.0,12992.65
70540068,2,9560,17491.0,2025-03-12,2025-03-27,4780.0,8745.5
70591490,2,7000,6836.0,2025-01-03,2025-07-23,3500.0,3418.0
70809079,3,29940,48598.2,2025-04-08,2025-08-27,9980.0,16199.4
71037188,1,1800,2841.0,2025-04-20,2025-04-20,1800.0,2841.0
71114241,2,3100,3730.0,2025-01-30,2025-07-07,1550.0,1865.0
71130502,2,19980,28786.3,2025-03-30,2025-09-21,9990.0,14393.15
71218572,5,15500,20589.0,2025-02-17,2025-08-23,3100.0,4117.8
71320164,1,6490,13050.3,2025-04-30,2025-04-30,6490.0,13050.3
71333535,7,10220,12282.0,2025-02-02,2025-07-26,1460.0,1754.5714285714287
71446261,6,31080,46201.2,2025-01-12,2025-07-28,5180.0,7700.2
71602389,2,10200,5582.0,2025-06-19,2025-07-23,5100.0,2791.0
71643669,5,55500,74237.0,2025-02-06,2025-09-18,11100.0,14847.4
71669416,2,5560,4759.2,2025-01-23,2025-09-28,2780.0,2379.6
71734525,1,2200,3289.0,2025-08-22,2025-08-22,2200.0,3289.0
71947674,5,27500,35861.0,2025-01-03,2025-08-30,5500.0,7172.2
72010900,1,5980,5608.6,2025-03-07,2025-03-07,5980.0,5608.6
72055283,2,21960,33059.8,2025-04-27,2025-05-26,10980.0,16529.9
72155725,3,16944,36392.16,2025-01-16,2025-09-04,5648.0,12130.720000000001
72208276,3,16740,30605.0,2025-02-13,2025-06-23,5580.0,10201.666666666666
72257964,2,9980,18360.1,2025-01-18,2025-02-27,4990.0,9180.05
72357603,4,20720,28744.4,2025-01-20,2025-03-05,5180.0,7186.1
72387757,1,700,1364.0,2025-06-25,2025-06-25,700.0,1364.0
72389005,1,9980,27391.0,2025-05-20,2025-05-20,9980.0,27391.0
72395314,3,8970,10452.3,2025-01-16,2025-09-05,2990.0,3484.1
72536399,3,4800,1150.0,2025-01-19,2025-04-10,1600.0,383.3333333333333
72747359,2,6900,12654.0,2025-01-13,2025-06-01,3450.0,6327.0
72864961,5,34900,50889.4,2025-01-26,2025-07-13,6980.0,10177.880000000001
72952203,3,20214,19713.8,2025-03-09,2025-09-20,6738.0,6571.266666666666
73339847,5,12980,24185.08,2025-01-04,2025-09-02,2596.0,4837.0160000000005
73366984,1,5648,5814.8,2025-09-25,2025-09-25,5648.0,5814.8
73450118,1,4980,665.2,2025-05-01,2025-05-01,4980.0,665.2
73534464,2,5560,9418.6,2025-02-12,2025-06-22,2780.0,4709.3
73722467,3,16500,15112.0,2025-03-25,2025-09-20,5500.0,5037.333333333333
73779124,2,11160,15731.2,2025-06-26,2025-08-01,5580.0,7865.6
73878829,5,14500,16846.0,2025-01-18,2025-08-22,2900.0,3369.2
73953828,3,14970,26194.9,2025-03-14,2025-09-13,4990.0,8731.633333333333
74085515,2,11980,22931.4,2025-06-20,2025-09-17,5990.0,11465.7
74230163,2,9980,4681.0,2025-05-08,2025-05-09,4990.0,2340.5
74517804,2,500,-499.5,2025-01-12,2025-02-21,250.0,-249.75
74519088,2,11980,6023.4,2025-01-09,2025-03-24,5990.0,3011.7
74559111,3,4170,8006.1,2025-03-09,2025-06-03,1390.0,2668.7000000000003
74566460,4,45264,40717.52,2025-04-05,2025-09-14,11316.0,10179.38
74588621,7,17850,21831.5,2025-01-11,2025-09-05,2550.0,3118.785714285714
74682626,3,8340,16389.8,2025-01-14,2025-05-20,2780.0,5463.266666666666
74692955,7,35868,14683.92,2025-01-28,2025-09-24,5124.0,2097.7028571428573
74784496,4,44400,57510.0,2025-03-19,2025-09-14,11100.0,14377.5
74952520,4,19920,45941.8,2025-05-03,2025-09-19,4980.0,11485.45
75134712,5,12900,23930.8,2025-03-28,2025-07-17,2580.0,4786.16
75174314,3,22140,27670.6,2025-01-23,2025-03-07,7380.0,9223.533333333333
75673901,2,17980,18146.8,2025-06-07,2025-07-10,8990.0,9073.4
75709449,2,22200,10702.0,2025-01-26,2025-09-19,11100.0,5351.0
75824696,1,7580,12161.8,2025-07-13,2025-07-13,7580.0,12161.8
76003966,1,5990,9651.9,2025-09-20,2025-09-20,5990.0,9651.9
76161009,3,18570,32857.9,2025-01-08,2025-08-06,6190.0,10952.633333333333
76585970,5,25900,31843.0,2025-02-01,2025-06-06,5180.0,6368.6
77043917,1,11100,28223.0,2025-08-14,2025-08-14,11100.0,28223.0
77056010,2,10860,23793.7,2025-02-01,2025-02-02,5430.0,11896.85
77137463,3,4650,6025.5,2025-05-09,2025-08-20,1550.0,2008.5
77148972,1,7380,19920.2,2025-01-08,2025-01-08,7380.0,19920.2
77282880,6,33480,54975.4,2025-01-05,2025-07-18,5580.0,9162.566666666668
77364242,1,7000,1132.0,2025-07-20,2025-07-20,7000.0,1132.0
77440758,3,27540,10627.2,2025-01-20,2025-04-04,9180.0,3542.4
77597491,3,21900,39607.0,2025-04-28,2025-07-31,7300.0,13202.333333333334
77629680,3,19740,24577.6,2025-02-21,2025-04-16,6580.0,8192.533333333333
77758278,1,9100,15980.0,2025-06-16,2025-06-16,9100.0,15980.0
77792184,1,2580,3963.4,2025-03-14,2025-03-14,2580.0,3963.4
77801450,1,4990,8541.2,2025-06-15,2025-06-15,4990.0,8541.2
77879975,2,5160,3963.8,2025-04-10,2025-04-28,2580.0,1981.9
77963118,2,5700,1834.5,2025-03-11,2025-04-20,2850.0,917.25
77990161,1,1460,-176.0,2025-04-05,2025-04-05,1460.0,-176.0
78108555,8,48400,60146.5,2025-02-18,2025-09-06,6050.0,7518.3125
78143684,2,6200,-238.0,2025-02-05,2025-03-16,3100.0,-119.0
78206062,1,980,2029.4,2025-03-26,2025-03-26,980.0,2029.4
78585756,6,39480,63711.2,2025-01-09,2025-06-17,6580.0,10618.533333333333
78722650,3,27540,35209.6,2025-02-05,2025-08-04,9180.0,11736.533333333333
78746042,1,560,-394.4,2025-04-28,2025-04-28,560.0,-394.4
78752940,3,21540,26004.0,2025-03-03,2025-07-24,7180.0,8668.0
78884710,4,47960,88541.2,2025-02-24,2025-09-09,11990.0,22135.3
79101202,3,11340,25358.4,2025-04-18,2025-06-03,3780.0,8452.800000000001
79115313,1,4980,14122.8,2025-07-29,2025-07-29,4980.0,14122.8
79145863,4,11920,7960.4,2025-07-15,2025-09-22,2980.0,1990.1
79336129,2,11000,13874.0,2025-03-22,2025-04-22,5500.0,6937.0
79490292,2,6980,12067.2,2025-01-15,2025-06-23,3490.0,6033.6
79587722,2,5400,7391.0,2025-05-16,2025-08-11,2700.0,3695.5
79641918,2,12000,20909.0,2025-06-04,2025-08-03,6000.0,10454.5
79710676,4,19960,40156.9,2025-01-29,2025-09-20,4990.0,10039.225
79747505,2,11960,25916.6,2025-02-17,2025-06-17,5980.0,12958.3
79748321,5,35900,66561.4,2025-01-05,2025-09-17,7180.0,13312.279999999999
79971043,1,5580,4911.8,2025-01-22,2025-01-22,5580.0,4911.8
80091756,2,6200,5795.0,2025-04-01,2025-04-22,3100.0,2897.5
80225576,1,1360,3172.6,2025-08-22,2025-08-22,1360.0,3172.6
80262000,5,55500,131297.0,2025-04-12,2025-09-22,11100.0,26259.4
80289394,3,19740,40999.0,2025-03-11,2025-09-20,6580.0,13666.333333333334
80340504,2,9000,4911.0,2025-03-04,2025-08-01,4500.0,2455.5
80463441,1,7380,1364.0,2025-02-07,2025-02-07,7380.0,1364.0
80507859,2,7000,10248.0,2025-04-24,2025-06-09,3500.0,5124.0
80615239,4,19960,33718.0,2025-03-15,2025-09-07,4990.0,8429.5
80700206,2,5560,11926.4,2025-01-09,2025-06-17,2780.0,5963.2
80718283,2,15960,37001.4,2025-01-07,2025-03-03,7980.0,18500.7
80774380,3,7470,10510.6,2025-05-27,2025-08-24,2490.0,3503.5333333333333
80809032,2,4200,6861.0,2025-03-28,2025-04-24,2100.0,3430.5
80855016,6,35940,53117.1,2025-01-27,2025-09-12,5990.0,8852.85
81037751,1,6380,9986.8,2025-04-24,2025-04-24,6380.0,9986.8
81335479,2,4000,1744.0,2025-04-11,2025-08-04,2000.0,872.0
81535584,2,22200,19513.0,2025-01-22,2025-08-23,11100.0,9756.5
81628656,1,2700,-45.0,2025-09-04,2025-09-04,2700.0,-45.0
81808188,1,5980,16541.2,2025-02-17,2025-02-17,5980.0,16541.2
81893634,3,17940,11563.0,2025-04-05,2025-08-05,5980.0,3854.3333333333335
81961443,1,5580,6123.8,2025-02-07,2025-02-07,5580.0,6123.8
81977680,2,14760,38512.4,2025-04-05,2025-08-01,7380.0,19256.2
82137556,1,5990,-213.2,2025-02-22,2025-02-22,5990.0,-213.2
82355303,1,3380,6304.0,2025-07-16,2025-07-16,3380.0,6304.0
82438067,3,17940,36983.8,2025-01-10,2025-08-13,5980.0,12327.933333333334
82471173,5,15500,21057.0,2025-01-16,2025-09-08,3100.0,4211.4
82500306,4,22000,10661.0,2025-01-01,2025-09-11,5500.0,2665.25
82503737,6,20280,24997.8,2025-02-13,2025-09-27,3380.0,4166.3
82538041,2,11980,31861.9,2025-03-01,2025-04-17,5990.0,15930.95
82562635,1,2780,4620.4,2025-09-01,2025-09-01,2780.0,4620.4
82611352,4,13520,8314.4,2025-03-24,2025-09-27,3380.0,2078.6
82785519,1,2690,6334.3,2025-01-13,2025-01-13,2690.0,6334.3
82901378,3,9300,11212.0,2025-02-04,2025-08-08,3100.0,3737.3333333333335
83149727,6,35940,41982.8,2025-03-29,2025-07-04,5990.0,6997.133333333334
83393173,1,5990,16671.3,2025-05-23,2025-05-23,5990.0,16671.3
83447966,10,51800,70932.6,2025-01-10,2025-09-13,5180.0,7093.26
83514799,1,7180,18099.6,2025-09-24,2025-09-24,7180.0,18099.6
83601675,3,27540,11209.2,2025-01-24,2025-08-23,9180.0,3736.4
83675423,3,14970,17855.2,2025-05-07,2025-09-05,4990.0,5951.733333333334
83953719,4,27920,52609.6,2025-02-09,2025-07-29,6980.0,13152.4
83975242,1,5778,4871.32,2025-08-30,2025-08-30,5778.0,4871.32
84044517,1,2590,2210.6,2025-04-02,2025-04-02,2590.0,2210.6
84114415,3,9300,18195.0,2025-02-16,2025-04-22,3100.0,6065.0
84168282,1,3980,10588.8,2025-04-12,2025-04-12,3980.0,10588.8
84347936,2,6360,10568.0,2025-06-26,2025-09-14,3180.0,5284.0
84436404,4,44400,60551.0,2025-01-10,2025-09-28,11100.0,15137.75
84491869,2,6200,7927.0,2025-02-27,2025-06-29,3100.0,3963.5
84503528,4,22592,35048.44,2025-06-07,2025-08-25,5648.0,8762.11
84625234,4,12400,8451.0,2025-02-22,2025-08-12,3100.0,2112.75
84683767,3,33300,42826.0,2025-01-05,2025-06-16,11100.0,14275.333333333334
84738673,3,33000,78725.0,2025-05-20,2025-06-27,11000.0,26241.666666666668
84822158,5,27500,48211.0,2025-01-30,2025-09-15,5500.0,9642.2
84839270,1,2890,6805.1,2025-03-10,2025-03-10,2890.0,6805.1
84862533,6,45480,44582.4,2025-01-22,2025-06-25,7580.0,7430.400000000001
84863522,1,2460,6349.6,2025-09-02,2025-09-02,2460.0,6349.6
84867052,4,15920,18256.4,2025-02-07,2025-06-05,3980.0,4564.1
