order_id,customer_id,product_category,revenue,order_date,country
425,180,Электроника,127.41,2023-11-06 06:58:26.212424852,Россия
426,139,Электроника,110.61,2023-11-07 00:28:51.462925852,Германия
427,160,Книги,90.7,2023-11-07 17:59:16.713426856,Германия
428,26,Одежда,96.62,2023-11-08 11:29:41.963927856,Россия
429,4,Электроника,48.61,2023-11-09 05:00:07.214428860,Россия
430,39,Книги,242.55,2023-11-09 22:30:32.464929860,Россия
431,75,Красота,255.19,2023-11-10 16:00:57.715430864,Германия
432,84,Одежда,56.77,2023-11-11 09:31:22.965931864,Германия
433,81,Одежда,62.3,2023-11-12 03:01:48.216432868,Россия
434,21,Книги,137.52,2023-11-12 20:32:13.466933868,Германия
435,84,Одежда,232.83,2023-11-13 14:02:38.717434872,Россия
436,131,Книги,134.61,2023-11-14 07:33:03.967935872,США
437,15,Одежда,79.67,2023-11-15 01:03:29.218436876,Россия
438,25,Красота,123.19,2023-11-15 18:33:54.468937876,Германия
439,27,Красота,64.59,2023-11-16 12:04:19.719438880,Россия
440,145,Электроника,237.45,2023-11-17 05:34:44.969939880,Германия
441,27,Одежда,168.5,2023-11-17 23:05:10.220440884,Германия
442,131,Электроника,56.75,2023-11-18 16:35:35.470941884,Россия
443,24,Красота,290.9,2023-11-19 10:06:00.721442888,США
444,15,Электроника,20.34,2023-11-20 03:36:25.971943888,Германия
445,17,Одежда,211.96,2023-11-20 21:06:51.222444892,Россия
446,166,Красота,157.65,2023-11-21 14:37:16.472945892,Германия
447,117,Одежда,243.32,2023-11-22 08:07:41.723446896,Германия
448,64,Электроника,61.88,2023-11-23 01:38:06.973947896,Россия
449,18,Одежда,129.9,2023-11-23 19:08:32.224448900,США
450,95,Одежда,101.67,2023-11-24 12:38:57.474949900,Россия
451,33,Красота,238.36,2023-11-25 06:09:22.725450904,Германия
452,179,Красота,60.86,2023-11-25 23:39:47.975951904,Россия
453,46,Красота,25.14,2023-11-26 17:10:13.226452908,США
454,86,Красота,216.69,2023-11-27 10:40:38.476953908,США
455,168,Красота,283.55,2023-11-28 04:11:03.727454912,Россия
456,2,Электроника,44.6,2023-11-28 21:41:28.977955912,Россия
457,158,Электроника,250.86,2023-11-29 15:11:54.228456916,США
458,150,Книги,57.16,2023-11-30 08:42:19.478957916,Германия
459,90,Одежда,214.09,2023-12-01 02:12:44.729458920,Германия
460,106,Книги,207.71,2023-12-01 19:43:09.979959920,Германия
461,61,Книги,270.94,2023-12-02 13:13:35.230460924,Россия
462,6,Электроника,34.55,2023-12-03 06:44:00.480961924,Россия
463,114,Красота,263.87,2023-12-04 00:14:25.731462928,США
464,92,Одежда,239.36,2023-12-04 17:44:50.981963928,Германия
465,127,Книги,205.03,2023-12-05 11:15:16.232464932,США
466,58,Одежда,146.65,2023-12-06 04:45:41.482965932,Германия
467,127,Электроника,65.92,2023-12-06 22:16:06.733466936,США
468,12,Книги,202.08,2023-12-07 15:46:31.983967936,Россия
469,45,Книги,81.38,2023-12-08 09:16:57.234468940,Германия
470,100,Электроника,70.99,2023-12-09 02:47:22.484969940,Германия
471,53,Книги,32.23,2023-12-09 20:17:47.735470944,США
472,198,Одежда,202.91,2023-12-10 13:48:12.985971944,Россия
473,96,Красота,292.94,2023-12-11 07:18:38.236472948,Германия
474,156,Одежда,132.91,2023-12-12 00:49:03.486973948,Россия
475,93,Одежда,28.58,2023-12-12 18:19:28.737474952,Россия
476,135,Красота,68.77,2023-12-13 11:49:53.987975952,Россия
477,159,Одежда,227.96,2023-12-14 05:20:19.238476956,Россия
478,4,Красота,123.89,2023-12-14 22:50:44.488977956,США
479,177,Книги,182.03,2023-12-15 16:21:09.739478960,США
480,117,Одежда,156.27,2023-12-16 09:51:34.989979960,США
481,79,Одежда,242.03,2023-12-17 03:22:00.240480964,Германия
482,170,Книги,185.86,2023-12-17 20:52:25.490981964,США
483,125,Красота,127.48,2023-12-18 14:22:50.741482968,США
484,40,Электроника,225.27,2023-12-19 07:53:15.991983968,Германия
485,26,Красота,133.49,2023-12-20 01:23:41.242484972,США
486,87,Одежда,86.51,2023-12-20 18:54:06.492985972,США
487,2,Книги,135.65,2023-12-21 12:24:31.743486976,США
488,41,Одежда,47.27,2023-12-22 05:54:56.993987976,Россия
489,111,Одежда,164.15,2023-12-22 23:25:22.244488980,Россия
490,84,Одежда,46.67,2023-12-23 16:55:47.494989980,Россия
491,123,Электроника,291.44,2023-12-24 10:26:12.745490984,США
492,163,Электроника,22.53,2023-12-25 03:56:37.995991984,Россия
493,168,Красота,56.64,2023-12-25 21:27:03.246492988,Россия
494,151,Книги,85.71,2023-12-26 14:57:28.496993988,США
495,195,Одежда,67.53,2023-12-27 08:27:53.747494992,США
496,93,Одежда,207.43,2023-12-28 01:58:18.997995992,Россия
497,1,Электроника,89.64,2023-12-28 19:28:44.248496996,Германия
498,1,Электроника,66.77,2023-12-29 12:59:09.498997996,Россия
499,107,Электроника,119.88,2023-12-30 06:29:34.749499000,Россия
500,49,Электроника,217.51,2023-12-31 00:00:00.000000000,Германия
